,_label,dcnt_catid,dcnt_device,dcnt_profile,dcnt_rule,net_access,net_buf_overflow,net_ddos,net_misc,net_scan,net_trojan,net_virus,net_web_attack,network_attack,ra_network_attack,ra_weak_password,ra_web_threat,sw_rate,sw_total
fb6baa24e5ad9fb25dc064d50e2d79dd,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.976864240001,1
15bdfd9439bdd77c35e53c2a6e3bdb4f,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.997330643106,3
406297e5f1f36b41651465ea3f5b1b8a,1,3,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.333333333333,0.0,0.666666666667,0.990942967653,6
05ecc305e5f4dc4e75064f72f020a9f4,1,3,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.999483441587,8
014edc7580a4ceaebb53a61a4976f133,1,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.333333333333,0.0,0.666666666667,0.987851718801,3
e78554eee715923a0f32055b3f11acd2,1,5,4,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.777777777778,0.0,0.222222222222,0.998192144962,18
4ebdc7d9a2b06f87b08762928ae6f883,1,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.97584001237,9
cc608b0ed6a8c1232a50efbf4edf16d3,0,3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.5,0.0,0.5,0.99410489319,4
3fe6914c02c44950dc0b245217ca2742,1,7,6,1,3,0.0,0.440677966102,0.559322033898,0.0,0.0,0.0,0.0,0.0,59,0.893939393939,0.0,0.106060606061,0.99388463563,66
935a79dad0692535ce1623b7cb91adea,0,3,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6,0.0,0.4,0.993949544477,10
28e027d18dd42442ada6a63046830baa,0,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.2616556626,24
295fe3e6c6cb351c446f94dd33078e87,1,4,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998944003274,12
a62a2f0c84733b8f4756cb4148678d10,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.9993734146,3
f62aa17a5f12e16a987da99cac469e41,1,4,8,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0333333333333,0.0,0.966666666667,0.999329380976,30
079b829a8dd573bec7d5f6cedcd55560,1,5,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.125,0.0,0.875,0.999379593628,8
154564ee580941d798126d38eccdbc02,1,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.994647920576,8
467ee2946a5b7efb67fef451d8741f1f,1,3,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998356238425,4
1c34ec77c05060a982df580e569d2a14,0,5,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.294117647059,0.0,0.705882352941,0.90169471573,17
92fd54b2ee563d57e3a2e249af872cf7,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.923963200476,1
bd008fd65b2a47de98ecb7efa25de622,1,3,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.999529049455,44
b1228ccc5d5a93fbeb183f93283d7cc6,1,2,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.818181818182,0.0,0.181818181818,0.996359132117,11
7e6096f160b1e457cb88ea49731fb879,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.917995070256,19
652242adde9c2d0283955b73bd7a18ae,1,16,16,1,5,0.111111111111,0.0,0.0,0.0277777777778,0.388888888889,0.0,0.0,0.472222222222,36,0.115015974441,0.0,0.884984025559,0.999730752045,313
0638f3efd4de5692d6c3f78398d791c2,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.964647538576,2
5f9b1462cef5f57299eba1867916e9fc,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.60286786362,1
4a77ae3cf32d204a5a597bcef2e4a835,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.996602594952,2
44cc07a12ffa33d5977376fc6db0df37,0,4,4,1,3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.0,0.6,0.387029026868,5
bcf373891c784510a80aec5ac6fc2123,1,5,4,1,3,0.357142857143,0.642857142857,0.0,0.0,0.0,0.0,0.0,0.0,14,0.875,0.0,0.125,0.998078725823,16
114cee119303f134391cd064cb13b2a4,1,6,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.06,0.24,0.7,0.999804876853,50
f4a7d3d5b2a4afc9ae5804f4da103068,0,3,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.428571428571,0.571428571429,0.985543717855,7
990108df417117879a2d79b17732545b,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.997553971098,1
3750e0c75f6a554dec3658914603177a,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.980259944072,6
5e3147287177ec9bccef586bb47ae201,0,10,7,1,4,0.0048309178744,0.777777777778,0.0,0.0,0.0,0.0,0.0,0.217391304348,207,0.958333333333,0.0,0.0416666666667,0.483345756357,216
cd46d08dab4234786e9ba51baee78cf0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998058032367,1
b4ea7c5c54dbf703a573d98217d68d28,1,6,6,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.148148148148,0.037037037037,0.814814814815,0.999433869338,27
343a34d672a038076de23d4a1a4de36b,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.997309207301,5
bbf7111a65a7bbc343cb22305bdd9ef7,0,6,10,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.00892857142857,0.0,0.991071428571,0.949890024363,112
4501eab13740a41dc552fcfc99ea3a3f,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.628419909405,15
28b9f1e748a26e7e8e6263eea513a580,1,4,9,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0571428571429,0.0,0.942857142857,0.990465431185,35
b194b3a643e64a871fe0876c6b95131f,1,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.989517903182,6
a5a83aa8b2738fdb9138032386df70e8,0,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.410648997057,4
14587777b0e986bbeba2c6dccba7b0fd,1,23,16,1,6,0.06,0.045,0.435,0.375,0.0,0.0,0.0,0.085,400,0.831600831601,0.0,0.168399168399,0.998952943469,481
cf1a6d2f2c1e729d20b39f6cde3072db,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.92254994935,1
f2e3c6d9897496abe5aab01eb965aa65,1,6,6,1,3,0.0,0.0,0.0,0.0,0.857142857143,0.0,0.0,0.142857142857,7,0.0897435897436,0.0,0.910256410256,0.975173762915,78
af052372bd010235633715614eb25482,1,4,3,1,4,0.0526315789474,0.0,0.0,0.0,0.894736842105,0.0,0.0,0.0526315789474,19,0.95,0.0,0.05,0.98756262819,20
b90b938a4fdbcf0a6fe17581bd6ecf81,1,2,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0.916666666667,0.0,0.0833333333333,0.991959790724,12
cf02b2b18ffde0d485320aa6d76630f8,1,6,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0666666666667,0.0,0.933333333333,0.99960631041,15
aa4d245772d6bc24a365cad751b7b38b,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.991899841177,17
62f6ba7e309f0557335735fa193da940,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.999097540799,9
5f6c6839d097759e13787045b1ded988,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.716521223874,2
30b3b5ab8284b958dd344c7061e405ca,1,2,2,1,2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4,1.0,0.0,0.0,0.999042318045,4
8143cfd86fcc61602e753917e94e2b8d,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.563695235291,3
100574f060361c0ed48dd08810416381,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.974462176603,1
2c9bba65bf1d65a4bb673c17b3009f12,0,2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.5,0.0,0.5,0.995284499287,4
e524a1c87cc909bf10f249adfd24cc38,1,5,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0217391304348,0.978260869565,0.999647901099,46
92f2536bcd112ad9fb10807e5dcf8540,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.987474463648,2
3a21f4c7187167b05debc6f168006ce0,1,6,4,1,3,0.047619047619,0.0,0.0,0.0,0.952380952381,0.0,0.0,0.0,21,0.6,0.0285714285714,0.371428571429,0.996703643689,35
5163a9a04878e674c1495e86d294ecd5,1,3,2,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,293,0.942122186495,0.0,0.0578778135048,0.99073981832,311
c281e1e76f2c460f195dcc36a0fbb2cf,1,3,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0416666666667,0.0,0.958333333333,0.999803772308,24
739ebd2d89e72b5ec85446a3d24c423f,0,2,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.0,0.5,0.987875363556,2
396d8cedad78ef8aa597226049a94597,0,4,4,1,3,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,5,0.277777777778,0.0,0.722222222222,0.999686008451,18
1c922018efb40d69a25d77223c69d34e,0,4,2,1,3,0.944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,36,0.972972972973,0.0,0.027027027027,0.986939787958,37
451a035bbbb471a54795cb76f457aff4,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.994746705356,1
3746f155e9f4d18a94b48b3a87343d59,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.742463318534,1
88fce753e029cc944b249412e562c209,1,3,2,1,3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2,0.0606060606061,0.0,0.939393939394,0.97453798634,33
02635985e514a5099f654c973873b97b,1,4,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.995386403183,14
911fd9a660baea427f3bed6192abc718,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998103357157,1
b4b0317efbc05800271284816a991cd1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.994818347611,1
f74a038dba8663f4fbc048c6f264651c,0,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.960467535071,2
4a8d4cae63d1f68ca68b6011529e5ae8,0,2,2,1,2,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.998967351959,3
ea01433d64eff5c21b79544a13b028d2,1,7,14,1,3,0.0,0.98275862069,0.0,0.0172413793103,0.0,0.0,0.0,0.0,58,0.630434782609,0.0,0.369565217391,0.997993502312,92
2bf644b48d81adc8e419c49fbce145b9,1,3,3,1,3,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,4,0.8,0.0,0.2,0.798823049817,5
057577978db832c35637373132c9f497,0,2,2,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,355,1.0,0.0,0.0,0.764451157285,355
85c491a7874433b96105c41cd90447d9,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.951732705795,2
5b5225df839862feff201c18b16055d8,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.999623780878,5
961f308511ce28a899545625394409ca,1,5,3,1,3,0.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0,8,0.258064516129,0.0,0.741935483871,0.9986676022,31
08cb24ea74b41cad976e625b95436e41,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.988743765834,3
f5f3ad4df36815a199fe77b6fee07fce,0,3,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0444444444444,0.0,0.955555555556,0.991149925149,45
ee58d21487a640eff5277bdde8bd0494,1,4,4,1,3,0.0,0.545454545455,0.454545454545,0.0,0.0,0.0,0.0,0.0,11,0.846153846154,0.0,0.153846153846,0.990722741615,13
e9b26a6fabde8581bebb37da010e0aef,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998986214901,2
fddb7e35203c00c356df59a9a8e8c5be,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998917571806,3
8ce64925e73c078d727203a972251e7b,1,3,7,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.666666666667,0.0,0.333333333333,0.99686108517,12
90f1c3e2a4d6841afa2a25f6b80dfc75,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.962609426909,1
778ede88caeeeffcb8a52fe12613019c,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.997697340947,1
d5cd94c2dc35bfa02bb6981c96aea8af,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998505960613,4
0eeb22864fb4ea905ff771ec4ee26a74,1,7,4,1,4,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.25,4,0.114285714286,0.0285714285714,0.857142857143,0.999690365211,35
ad7e0374d468d0da4ddeae26ceb50797,1,5,5,1,3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,10,0.333333333333,0.0333333333333,0.633333333333,0.985197716827,30
aec635d4155856985630a3ffac46290a,1,3,7,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.142857142857,0.0,0.857142857143,0.446570828051,7
bf236d705ff137e2fb57849533d353e3,1,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.997027420832,4
e3e44ddbf21f90c857dda3c1607bfd8d,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.997908021439,1
bbf84dd580778e90f39d81e84d837484,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.9,0.999202130811,10
dd943063889713721f55a4329ec3fe29,1,6,3,1,4,0.666666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.166666666667,6,0.461538461538,0.0,0.538461538462,0.999625011581,13
3c8a9f43fc34edd1c3048e33d7b6fb66,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998075235533,4
f03513df4185193fd0a021a7fc938565,1,7,6,1,3,0.0,0.777777777778,0.0,0.0,0.0,0.0,0.0,0.222222222222,9,0.25,0.0,0.75,0.999416906912,36
126a8a5ef7d017ade11371dec37aeedb,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,0.0,0.0,0.993039904049,2
e98086ce4fdcf6c3331f07e4717b566e,1,4,4,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.142857142857,0.0,0.857142857143,0.983872682474,7
6edd610b2db1e3af4c7184c1af0be67a,1,7,3,1,3,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,0.230769230769,0.0,0.769230769231,0.999428339901,13
a1027dc93fa04ee24ba8c269ce44fa42,1,2,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.25,0.0,0.75,0.467764738269,4
b8ebadb64361ddec202c5bfd57cde177,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.994460780816,5
860ff40a6d8bd49c97b4417a8a232f56,1,3,2,1,3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.111111111111,0.0,0.888888888889,0.994648813027,36
fd986b8e9137370d564da767d78570b5,1,8,3,1,3,0.889130434783,0.110869565217,0.0,0.0,0.0,0.0,0.0,0.0,460,0.976645435244,0.0,0.0233545647558,0.99964359146,471
346fde49ff45d31ad5c910adea63d264,1,9,8,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.166666666667,24,0.4,0.0,0.6,0.999785842927,60
4310f5f336bb548e4cac6086722978ea,1,5,4,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.945945945946,0.0,0.0540540540541,0.999208095225,37
a0ecd83fcd855ecdb606ff1e1f81b07d,1,6,9,1,4,0.228571428571,0.485714285714,0.0,0.0,0.0,0.0,0.0,0.285714285714,35,0.897435897436,0.0,0.102564102564,0.990442822391,39
fa5019434e580d689a9832f6878bf9f5,1,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110,0.990990990991,0.0,0.00900900900901,0.997268184913,111
d189565b974a2c44afe7bcc1af9b2d0e,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.997506080233,1
d07064e3bf68cc60d78be7eceb9762df,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.999683554451,3
efc7835a1d314f8987f5fc37f0a06bf4,1,3,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.166666666667,0.0,0.833333333333,0.953174926944,18
1e5617a2bd85bb62a2d7c3a09633e6a0,1,5,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.166666666667,0.0,0.833333333333,0.998804194321,6
b9b7fcb0315103c01a70876066fc54df,1,3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.111111111111,0.0,0.888888888889,0.957740402136,9
c541311b2e66cd68bca3e2d90d0d7708,1,2,1,1,2,0.545454545455,0.0,0.0,0.454545454545,0.0,0.0,0.0,0.0,11,1.0,0.0,0.0,0.32993305786,11
5bef267eabf2755f3193a2f9f1dd4d92,1,3,2,1,2,0.0,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,6,1.0,0.0,0.0,0.994677457321,6
9d372fb2584aa0d3796e1907da33871c,1,2,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.0,0.5,0.983167420493,2
fe5d71eb47832228ca2b6a6b2a50c1fd,1,4,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.555555555556,0.0,0.444444444444,0.9984028565,9
762d15c52931b8ee8fa3f940028efb4f,0,5,1,1,3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6,0.461538461538,0.0,0.538461538462,0.95606676737,13
6828984af4f9edbff3c6245236fd1c1f,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,1.0,0.0,0.0,0.99974958813,20
40db20193ff9f22550e27799278693a9,1,4,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.333333333333,0.0,0.666666666667,0.999432624396,6
90f1b0059d430851c70c21a38b6e02c9,1,5,4,1,3,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6,0.75,0.125,0.125,0.998238802535,8
60687866046fc3f94cc77eb61dba2b45,1,6,2,2,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5,0.277777777778,0.0,0.722222222222,0.999439694158,18
b45253dd525faa7943673828e0108a82,1,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.970619145114,88
9473ecee3e4f5b3b75f6cdd8dbc01c0f,1,3,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.98928038377,80
c46d471ddd56049a9e4e8c9619c98962,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.995554740979,3
71ff0ce94a4c3537337c04a02ecfa03b,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.996570587885,5
2b95a42cf1d6c6ccab92322a1f942d25,1,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.82827783799,3
8a6740054615bbd54ea1b23c07d5396b,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.612851661691,1
b51b8b23eafa2c176674f33607f03c0d,1,9,8,1,4,0.0,0.214285714286,0.0,0.0,0.678571428571,0.0,0.0,0.107142857143,56,0.56,0.0,0.44,0.999527520807,100
c4ff269199b070718c295748e800bab5,1,4,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0181818181818,0.0,0.981818181818,0.99960115585,55
ab299fe9edf78ee7f77b0e3e1f3f24e1,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.968425624739,1
d684368aaa078d005f60f34b0f746d95,1,6,5,1,3,0.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.0,18,0.529411764706,0.0,0.470588235294,0.992542662504,34
00bdb576ceac16498bbbd20d28c1e04e,1,11,7,1,4,0.4,0.466666666667,0.0,0.0,0.0,0.0,0.0,0.133333333333,15,0.170454545455,0.0,0.829545454545,0.999618861142,88
e3da736f7658d08cc69694dceab54c2e,0,2,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.961709226793,167
55ac48a704129068613920552fad476d,1,3,3,1,3,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,4,0.8,0.0,0.2,0.97597357519,5
a6ab4ec9d8b6b8058ffc0b37ba1fa7a3,1,6,3,1,3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4,0.137931034483,0.0,0.862068965517,0.938867116172,29
619fc4953753148c85c7c1b7d1636709,1,2,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.0,0.5,0.99984735026,2
59e84404944c3fa31195b746ca90e2dd,1,6,6,1,3,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3,0.09375,0.0,0.90625,0.999556141576,32
15dd282e3111652dc86bd9208b6002f9,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.985313676979,3
ed1307583978a6917d2c5a3ae150fd75,1,2,2,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35,0.4375,0.0,0.5625,0.998322493918,80
6cbfde80ccd05ea85fe829ee30356c33,1,2,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0769230769231,0.0,0.923076923077,0.999880891499,13
1e04181f505b950269f75c7754ace754,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998228545783,2
0879d64ea9e17539ab14fe55d52bf348,1,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.998827290463,23
d77674ca709ac9cba953a575d113537a,1,3,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.0,0.6,0.841321088413,5
5c3dfde9f01542ae31fdc5f4e7c96b2d,1,5,3,1,3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.266666666667,0.0,0.733333333333,0.997175512048,15
9d1774f60bd812114e7341b2edb1494e,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.986234558146,85
774006dc1feed2c7f142ed97fc7f03fe,1,3,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.166666666667,0.0,0.833333333333,0.98394993326,6
925eecb71d2d560b655598800a2a9802,0,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.455127144121,14
fdf4016e5cb17c29948ef7b6aedc7967,1,2,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5,0.0,0.5,0.9970784703,6
684227f946d1cf5bbbfe1eb7ff65bb3f,0,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.995165251184,7
49d747f2a8ca050c2a17bfd877fcde34,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.898624970641,11
e57eef3eb6de63dfb5a388122a576239,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.978210117608,6
6cbf53929ba469f699b7cf0a9f968890,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.981311865014,3
90dae4a6948cb9daccb35cde278df449,1,3,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0625,0.0,0.9375,0.991147315942,16
9bb6175f93ac3b839b816368152f5cd4,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.757120337528,1
99690afd2d8fff06b2d92d46368504a4,1,11,6,1,5,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.7,20,0.3125,0.0,0.6875,0.999596280927,64
