,_label,dcnt_catid,dcnt_device,dcnt_profile,dcnt_rule,net_access,net_buf_overflow,net_ddos,net_misc,net_scan,net_trojan,net_virus,net_web_attack,network_attack,ra_network_attack,ra_weak_password,ra_web_threat,sw_rate,sw_total
114cee119303f134391cd064cb13b2a4,1,6,3,2,2,0,0,0,0,0,0,0,3,3,0.06,0.24,0.7,0.999804877,50
f4a7d3d5b2a4afc9ae5804f4da103068,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0.428571429,0.571428571,0.985543718,7
990108df417117879a2d79b17732545b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.997553971,1
3750e0c75f6a554dec3658914603177a,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.980259944,6
5e3147287177ec9bccef586bb47ae201,0,10,7,1,4,1,161,0,0,0,0,0,45,207,0.958333333,0,0.041666667,0.483345756,216
cd46d08dab4234786e9ba51baee78cf0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998058032,1
b4ea7c5c54dbf703a573d98217d68d28,1,6,6,1,2,0,4,0,0,0,0,0,0,4,0.148148148,0.037037037,0.814814815,0.999433869,27
343a34d672a038076de23d4a1a4de36b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997309207,5
bbf7111a65a7bbc343cb22305bdd9ef7,0,6,10,1,2,0,0,0,1,0,0,0,0,1,0.008928571,0,0.991071429,0.949890024,112
4501eab13740a41dc552fcfc99ea3a3f,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.628419909,15
28b9f1e748a26e7e8e6263eea513a580,1,4,9,1,2,0,0,0,0,0,0,0,2,2,0.057142857,0,0.942857143,0.990465431,35
b194b3a643e64a871fe0876c6b95131f,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.989517903,6
a5a83aa8b2738fdb9138032386df70e8,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.410648997,4
14587777b0e986bbeba2c6dccba7b0fd,1,23,16,1,6,24,18,174,150,0,0,0,34,400,0.831600832,0,0.168399168,0.998952943,481
cf1a6d2f2c1e729d20b39f6cde3072db,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.922549949,1
f2e3c6d9897496abe5aab01eb965aa65,1,6,6,1,3,0,0,0,0,6,0,0,1,7,0.08974359,0,0.91025641,0.975173763,78
af052372bd010235633715614eb25482,1,4,3,1,4,1,0,0,0,17,0,0,1,19,0.95,0,0.05,0.987562628,20
b90b938a4fdbcf0a6fe17581bd6ecf81,1,2,2,1,2,0,0,11,0,0,0,0,0,11,0.916666667,0,0.083333333,0.991959791,12
cf02b2b18ffde0d485320aa6d76630f8,1,6,3,1,2,0,1,0,0,0,0,0,0,1,0.066666667,0,0.933333333,0.99960631,15
aa4d245772d6bc24a365cad751b7b38b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.991899841,17
62f6ba7e309f0557335735fa193da940,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999097541,9
5f6c6839d097759e13787045b1ded988,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.716521224,2
30b3b5ab8284b958dd344c7061e405ca,1,2,2,1,2,1,0,0,0,0,0,0,3,4,1,0,0,0.999042318,4
8143cfd86fcc61602e753917e94e2b8d,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.563695235,3
100574f060361c0ed48dd08810416381,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.974462177,1
2c9bba65bf1d65a4bb673c17b3009f12,0,2,2,1,2,0,0,0,0,0,0,0,2,2,0.5,0,0.5,0.995284499,4
e524a1c87cc909bf10f249adfd24cc38,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0.02173913,0.97826087,0.999647901,46
92f2536bcd112ad9fb10807e5dcf8540,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.987474464,2
3a21f4c7187167b05debc6f168006ce0,1,6,4,1,3,1,0,0,0,20,0,0,0,21,0.6,0.028571429,0.371428571,0.996703644,35
5163a9a04878e674c1495e86d294ecd5,1,3,2,1,2,0,0,0,0,293,0,0,0,293,0.942122186,0,0.057877814,0.990739818,311
c281e1e76f2c460f195dcc36a0fbb2cf,1,3,3,1,2,0,1,0,0,0,0,0,0,1,0.041666667,0,0.958333333,0.999803772,24
739ebd2d89e72b5ec85446a3d24c423f,0,2,2,1,2,1,0,0,0,0,0,0,0,1,0.5,0,0.5,0.987875364,2
396d8cedad78ef8aa597226049a94597,0,4,4,1,3,0,1,0,0,4,0,0,0,5,0.277777778,0,0.722222222,0.999686008,18
1c922018efb40d69a25d77223c69d34e,0,4,2,1,3,34,0,0,0,0,0,0,2,36,0.972972973,0,0.027027027,0.986939788,37
451a035bbbb471a54795cb76f457aff4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.994746705,1
3746f155e9f4d18a94b48b3a87343d59,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.742463319,1
88fce753e029cc944b249412e562c209,1,3,2,1,3,0,1,0,0,1,0,0,0,2,0.060606061,0,0.939393939,0.974537986,33
02635985e514a5099f654c973873b97b,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.995386403,14
911fd9a660baea427f3bed6192abc718,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998103357,1
b4b0317efbc05800271284816a991cd1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.994818348,1
f74a038dba8663f4fbc048c6f264651c,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.960467535,2
4a8d4cae63d1f68ca68b6011529e5ae8,0,2,2,1,2,1,2,0,0,0,0,0,0,3,1,0,0,0.998967352,3
ea01433d64eff5c21b79544a13b028d2,1,7,14,1,3,0,57,0,1,0,0,0,0,58,0.630434783,0,0.369565217,0.997993502,92
2bf644b48d81adc8e419c49fbce145b9,1,3,3,1,3,0,1,3,0,0,0,0,0,4,0.8,0,0.2,0.79882305,5
057577978db832c35637373132c9f497,0,2,2,1,1,0,355,0,0,0,0,0,0,355,1,0,0,0.764451157,355
85c491a7874433b96105c41cd90447d9,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.951732706,2
5b5225df839862feff201c18b16055d8,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999623781,5
961f308511ce28a899545625394409ca,1,5,3,1,3,7,0,0,1,0,0,0,0,8,0.258064516,0,0.741935484,0.998667602,31
08cb24ea74b41cad976e625b95436e41,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.988743766,3
f5f3ad4df36815a199fe77b6fee07fce,0,3,2,1,2,2,0,0,0,0,0,0,0,2,0.044444444,0,0.955555556,0.991149925,45
ee58d21487a640eff5277bdde8bd0494,1,4,4,1,3,0,6,5,0,0,0,0,0,11,0.846153846,0,0.153846154,0.990722742,13
e9b26a6fabde8581bebb37da010e0aef,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998986215,2
fddb7e35203c00c356df59a9a8e8c5be,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998917572,3
8ce64925e73c078d727203a972251e7b,1,3,7,1,2,0,8,0,0,0,0,0,0,8,0.666666667,0,0.333333333,0.996861085,12
90f1c3e2a4d6841afa2a25f6b80dfc75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.962609427,1
778ede88caeeeffcb8a52fe12613019c,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997697341,1
d5cd94c2dc35bfa02bb6981c96aea8af,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998505961,4
0eeb22864fb4ea905ff771ec4ee26a74,1,7,4,1,4,1,0,0,2,0,0,0,1,4,0.114285714,0.028571429,0.857142857,0.999690365,35
ad7e0374d468d0da4ddeae26ceb50797,1,5,5,1,3,0,8,0,0,0,0,0,2,10,0.333333333,0.033333333,0.633333333,0.985197717,30
aec635d4155856985630a3ffac46290a,1,3,7,1,2,0,1,0,0,0,0,0,0,1,0.142857143,0,0.857142857,0.446570828,7
bf236d705ff137e2fb57849533d353e3,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997027421,4
e3e44ddbf21f90c857dda3c1607bfd8d,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.997908021,1
bbf84dd580778e90f39d81e84d837484,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.999202131,10
dd943063889713721f55a4329ec3fe29,1,6,3,1,4,4,1,0,0,0,0,0,1,6,0.461538462,0,0.538461538,0.999625012,13
3c8a9f43fc34edd1c3048e33d7b6fb66,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998075236,4
f03513df4185193fd0a021a7fc938565,1,7,6,1,3,0,7,0,0,0,0,0,2,9,0.25,0,0.75,0.999416907,36
126a8a5ef7d017ade11371dec37aeedb,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0.993039904,2
e98086ce4fdcf6c3331f07e4717b566e,1,4,4,1,2,0,1,0,0,0,0,0,0,1,0.142857143,0,0.857142857,0.983872682,7
6edd610b2db1e3af4c7184c1af0be67a,1,7,3,1,3,2,1,0,0,0,0,0,0,3,0.230769231,0,0.769230769,0.99942834,13
a1027dc93fa04ee24ba8c269ce44fa42,1,2,3,1,2,0,0,0,0,0,0,0,1,1,0.25,0,0.75,0.467764738,4
b8ebadb64361ddec202c5bfd57cde177,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.994460781,5
860ff40a6d8bd49c97b4417a8a232f56,1,3,2,1,3,3,0,0,0,0,0,0,1,4,0.111111111,0,0.888888889,0.994648813,36
fd986b8e9137370d564da767d78570b5,1,8,3,1,3,409,51,0,0,0,0,0,0,460,0.976645435,0,0.023354565,0.999643591,471
346fde49ff45d31ad5c910adea63d264,1,9,8,1,3,0,0,0,0,0,0,20,4,24,0.4,0,0.6,0.999785843,60
4310f5f336bb548e4cac6086722978ea,1,5,4,1,2,0,35,0,0,0,0,0,0,35,0.945945946,0,0.054054054,0.999208095,37
a0ecd83fcd855ecdb606ff1e1f81b07d,1,6,9,1,4,8,17,0,0,0,0,0,10,35,0.897435897,0,0.102564103,0.990442822,39
fa5019434e580d689a9832f6878bf9f5,1,3,2,1,2,0,110,0,0,0,0,0,0,110,0.990990991,0,0.009009009,0.997268185,111
d189565b974a2c44afe7bcc1af9b2d0e,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99750608,1
d07064e3bf68cc60d78be7eceb9762df,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999683554,3
efc7835a1d314f8987f5fc37f0a06bf4,1,3,3,1,2,3,0,0,0,0,0,0,0,3,0.166666667,0,0.833333333,0.953174927,18
1e5617a2bd85bb62a2d7c3a09633e6a0,1,5,3,1,2,0,0,0,0,0,0,0,1,1,0.166666667,0,0.833333333,0.998804194,6
b9b7fcb0315103c01a70876066fc54df,1,3,2,1,2,0,0,0,0,0,0,0,1,1,0.111111111,0,0.888888889,0.957740402,9
c541311b2e66cd68bca3e2d90d0d7708,1,2,1,1,2,6,0,0,5,0,0,0,0,11,1,0,0,0.329933058,11
5bef267eabf2755f3193a2f9f1dd4d92,1,3,2,1,2,0,5,0,0,0,0,0,1,6,1,0,0,0.994677457,6
9d372fb2584aa0d3796e1907da33871c,1,2,2,1,2,1,0,0,0,0,0,0,0,1,0.5,0,0.5,0.98316742,2
fe5d71eb47832228ca2b6a6b2a50c1fd,1,4,5,1,2,0,5,0,0,0,0,0,0,5,0.555555556,0,0.444444444,0.998402857,9
762d15c52931b8ee8fa3f940028efb4f,0,5,1,1,3,3,3,0,0,0,0,0,0,6,0.461538462,0,0.538461538,0.956066767,13
6828984af4f9edbff3c6245236fd1c1f,1,1,2,1,1,0,0,0,0,0,0,0,20,20,1,0,0,0.999749588,20
40db20193ff9f22550e27799278693a9,1,4,1,1,2,0,2,0,0,0,0,0,0,2,0.333333333,0,0.666666667,0.999432624,6
90f1b0059d430851c70c21a38b6e02c9,1,5,4,1,3,4,2,0,0,0,0,0,0,6,0.75,0.125,0.125,0.998238803,8
60687866046fc3f94cc77eb61dba2b45,1,6,2,2,3,2,0,0,0,0,0,0,3,5,0.277777778,0,0.722222222,0.999439694,18
b45253dd525faa7943673828e0108a82,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.970619145,88
9473ecee3e4f5b3b75f6cdd8dbc01c0f,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.989280384,80
c46d471ddd56049a9e4e8c9619c98962,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.995554741,3
71ff0ce94a4c3537337c04a02ecfa03b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.996570588,5
2b95a42cf1d6c6ccab92322a1f942d25,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.828277838,3
8a6740054615bbd54ea1b23c07d5396b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.612851662,1
b51b8b23eafa2c176674f33607f03c0d,1,9,8,1,4,0,12,0,0,38,0,0,6,56,0.56,0,0.44,0.999527521,100
c4ff269199b070718c295748e800bab5,1,4,4,1,2,1,0,0,0,0,0,0,0,1,0.018181818,0,0.981818182,0.999601156,55
ab299fe9edf78ee7f77b0e3e1f3f24e1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.968425625,1
d684368aaa078d005f60f34b0f746d95,1,6,5,1,3,0,12,0,0,6,0,0,0,18,0.529411765,0,0.470588235,0.992542663,34
00bdb576ceac16498bbbd20d28c1e04e,1,11,7,1,4,6,7,0,0,0,0,0,2,15,0.170454545,0,0.829545455,0.999618861,88
e3da736f7658d08cc69694dceab54c2e,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.961709227,167
55ac48a704129068613920552fad476d,1,3,3,1,3,0,3,0,0,0,0,0,1,4,0.8,0,0.2,0.975973575,5
a6ab4ec9d8b6b8058ffc0b37ba1fa7a3,1,6,3,1,3,2,2,0,0,0,0,0,0,4,0.137931034,0,0.862068966,0.938867116,29
619fc4953753148c85c7c1b7d1636709,1,2,1,1,2,0,1,0,0,0,0,0,0,1,0.5,0,0.5,0.99984735,2
59e84404944c3fa31195b746ca90e2dd,1,6,6,1,3,1,2,0,0,0,0,0,0,3,0.09375,0,0.90625,0.999556142,32
15dd282e3111652dc86bd9208b6002f9,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.985313677,3
ed1307583978a6917d2c5a3ae150fd75,1,2,2,1,2,0,0,0,0,35,0,0,0,35,0.4375,0,0.5625,0.998322494,80
6cbfde80ccd05ea85fe829ee30356c33,1,2,1,1,2,1,0,0,0,0,0,0,0,1,0.076923077,0,0.923076923,0.999880891,13
1e04181f505b950269f75c7754ace754,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998228546,2
0879d64ea9e17539ab14fe55d52bf348,1,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99882729,23
d77674ca709ac9cba953a575d113537a,1,3,3,1,2,0,2,0,0,0,0,0,0,2,0.4,0,0.6,0.841321088,5
5c3dfde9f01542ae31fdc5f4e7c96b2d,1,5,3,1,3,3,0,0,0,0,0,0,1,4,0.266666667,0,0.733333333,0.997175512,15
9d1774f60bd812114e7341b2edb1494e,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.986234558,85
774006dc1feed2c7f142ed97fc7f03fe,1,3,1,1,2,1,0,0,0,0,0,0,0,1,0.166666667,0,0.833333333,0.983949933,6
925eecb71d2d560b655598800a2a9802,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.455127144,14
fdf4016e5cb17c29948ef7b6aedc7967,1,2,2,1,2,0,3,0,0,0,0,0,0,3,0.5,0,0.5,0.99707847,6
684227f946d1cf5bbbfe1eb7ff65bb3f,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.995165251,7
49d747f2a8ca050c2a17bfd877fcde34,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.898624971,11
e57eef3eb6de63dfb5a388122a576239,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.978210118,6
6cbf53929ba469f699b7cf0a9f968890,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.981311865,3
90dae4a6948cb9daccb35cde278df449,1,3,4,1,2,0,0,0,0,0,0,0,1,1,0.0625,0,0.9375,0.991147316,16
9bb6175f93ac3b839b816368152f5cd4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.757120338,1
99690afd2d8fff06b2d92d46368504a4,1,11,6,1,5,2,3,0,1,0,0,0,14,20,0.3125,0,0.6875,0.999596281,64
77ba2ddf99b1d99b3a3e18d99f5165b5,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999863118,5
dc27a407cd89af1e8462468ef0464cdd,1,8,3,1,4,1,0,0,2,0,0,0,4,7,0.205882353,0,0.794117647,0.994332207,34
6358fd30847a7590a50331077474bfc6,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997960641,5
a0ce611b5116c55c3176e55c0bb0c9af,0,6,6,1,4,0,1,0,3,0,0,0,2,6,0.193548387,0.064516129,0.741935484,0.41929984,31
3d2fe5706f93ba49cfa76f9585271905,1,2,6,1,2,2,0,35,0,0,0,0,0,37,1,0,0,0.999241064,37
d4b9bbee3afdd77d4ae2d7cf629682ec,1,2,2,1,2,0,0,0,0,0,0,0,1,1,0.5,0,0.5,0.988165742,2
3bbb17151066f5ce1385411e2cc6eecf,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.996752247,17
aae1b8119495962e0de2f28df0f1ef37,1,4,4,1,2,0,0,0,0,0,0,0,1,1,0.083333333,0,0.916666667,0.996686954,12
c12baeef47c104330f99c0d8d6beb0b2,1,6,4,1,2,0,28,0,0,0,0,0,0,28,0.682926829,0,0.317073171,0.999495926,41
742af0c526651233482cefb0edaa4281,1,5,6,1,2,7,0,0,0,0,0,0,0,7,0.35,0,0.65,0.996348998,20
bfdb9f0a35c46db43a43a3ac02418088,0,5,3,1,2,0,1,0,0,0,0,0,0,1,0.05,0,0.95,0.579264396,20
721b9689ec99e0b60c7eb7e203e4bd9b,1,4,5,1,2,0,0,0,1,0,0,0,0,1,0.166666667,0,0.833333333,0.997428903,6
fb9690bf6fcab531242ce2146191697c,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.465507595,2
866b1219f5908a603df057ed7b54baf2,0,1,2,1,1,0,0,0,0,0,0,0,3,3,1,0,0,0.994127093,3
5ae0392f24d5b2c6771b49141d0201bf,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.970160613,2
ecae27fa6d791063d4089163df1e1d08,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.989984377,38
09995a24270be8468ce36c991e52596d,1,2,3,1,2,0,0,0,1,0,0,0,0,1,0.333333333,0,0.666666667,0.98843999,3
b38347d0a619b5e28c9178a377c98908,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998402214,1
206f23b49dda507a2a0473a760fd3f06,1,2,3,1,1,0,4,0,0,0,0,0,0,4,1,0,0,0.991789057,4
c9613c44ba58cb578a7a7b538017ffe3,1,2,2,1,2,0,1,0,0,0,0,0,0,1,0.090909091,0.909090909,0,0.999802861,11
33ff900ed10942b0d035673b042b757b,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999176549,2
d716c82bee7c9867d2ae62edb3b3737e,1,5,4,1,4,6,3,0,0,0,0,0,5,14,0.875,0,0.125,0.996130199,16
a7293ffcad842bfe0e64b4892c222b97,1,8,7,1,3,0,12,0,0,0,0,0,1,13,0.065,0,0.935,0.999650525,200
0af4b452568d20977dff5fcd52d69bc3,1,5,6,1,2,0,0,0,0,1510,0,0,0,1510,0.988219895,0,0.011780105,0.999862724,1528
7b0b77099f59c884ef539ad3b9aaa34b,1,9,4,1,4,5,1,0,3,0,0,0,0,9,0.25,0,0.75,0.999076526,36
fe19ac3b0b116d88990e77970260ca0c,1,1,1,1,1,0,2,0,0,0,0,0,0,2,1,0,0,0.991718831,2
878ae84e2db796f570c3dc7c56e4a925,1,3,2,1,3,1,0,0,1,0,0,0,0,2,0.5,0,0.5,0.999897401,4
97fc8f23d081eb5efb96a6606c8a4bde,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.823727473,6
a6295f36292853ccf9cb1c051673e811,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.668860424,6
98ff7190b1e41b8d5e12dc1661c67ad5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99808311,2
144584d4e62f9bb90d2a830cd6d51606,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999780629,6
f0d382a40e60c1b6182056881b0037fe,1,4,3,1,2,0,0,0,2,0,0,0,0,2,0.166666667,0,0.833333333,0.999647533,12
a600bbb4ce58ab517a6807286515e289,1,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0625,0.9375,0.919800242,16
3c7e0375c495c7822227f4d7c661ecce,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.986693867,11
e152b4eefe1e2a477af571b0be8fe69f,1,1,1,1,1,0,0,0,0,75,0,0,0,75,1,0,0,0.975992945,75
ff18d3f47004687d8b04e63fa6695f53,1,9,7,1,4,29,26,0,0,0,0,0,1,56,0.918032787,0,0.081967213,0.999809404,61
9c8eac9576ed0e70d2948f7e007566ba,0,4,4,1,3,0,0,0,0,108,0,0,2,110,0.973451327,0,0.026548673,0.999114695,113
d21c9b8cc99e9ef72fca6bd3b7772cca,1,5,4,1,4,4,1,0,0,0,0,0,476,481,0.991752577,0,0.008247423,0.996893904,485
e425aea7600fa33157b4878d2af65216,1,3,5,1,2,2,0,0,0,0,0,0,0,2,0.008403361,0,0.991596639,0.998175933,238
8fabaa39751b15a03eac2a5505f5423e,1,3,2,1,3,0,2,1,0,0,0,0,0,3,0.5,0,0.5,0.996750705,6
beabc008d2dd609f95e9fdd11b73cb5c,1,6,6,1,3,0,4,0,0,0,0,0,1,5,0.185185185,0,0.814814815,0.846730159,27
b96916d5077af6c069e5d45d2b996126,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.999907873,1
477ed065b3f842c672021f995dad4126,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.880999004,6
f6f5396cf4dfe01b682c9ae2b0a7923b,1,1,1,1,1,0,5,0,0,0,0,0,0,5,1,0,0,0.998628079,5
705801bd18f03d2816dbf4653a2e0ae1,1,5,5,1,2,0,1,0,0,0,0,0,0,1,0.037037037,0,0.962962963,0.999181567,27
fa7acba87107a1cc85cd57a138a6b2a4,1,4,2,1,3,1,92,0,0,0,0,0,0,93,0.989361702,0,0.010638298,0.998900326,94
afb8735d0787ab3e748117ad92cede29,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.975340607,2
41eaba7b44b3613da785167d53288f18,1,6,6,1,2,0,0,0,0,0,0,0,3,3,0.15,0.05,0.8,0.999900559,20
82c0d2be40fd45bed10abb451973a110,1,2,2,1,2,0,2,0,0,0,0,0,0,2,0.666666667,0,0.333333333,0.976186355,3
f574bcc7c5951444dd4b5f519de9dc27,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99771459,1
ea89976e9e343734dfdc9af1705d4fa5,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.996472969,12
f6fe4d8ab52b9f45ab01a9b1c7df1dad,1,2,2,1,2,0,0,0,0,0,0,0,1,1,0.2,0.8,0,0.997396765,5
6384425850b80afde78b63a5f6cefe9d,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997959949,2
df2f7d17d9bdaa21d224a61329a65c88,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.998108887,1
941ab691a7c7ebde285ef213af85d896,1,3,4,1,2,0,0,0,97,0,0,0,0,97,0.97979798,0,0.02020202,0.998661259,99
59399f670aea6b599eaac3c0041f4a49,0,2,4,1,2,7,0,0,0,0,0,0,0,7,0.040462428,0,0.959537572,0.989112049,173
bbbcc659ce7264feadb67e32faa2425e,1,2,2,1,2,0,0,0,0,0,0,0,2,2,0.5,0,0.5,0.997944015,4
d0697ec166d63dd643d31ddd41310e06,1,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.794711118,11
b1a22460f3a3117c774ff7a57833b212,1,3,3,1,3,4,0,0,0,0,0,0,26,30,0.909090909,0,0.090909091,0.999660503,33
8dc1267319bf7200293c5ddfc6fd322c,1,2,2,1,2,0,4,0,0,0,0,0,0,4,0.8,0,0.2,0.999686166,5
448d49ae1c7d5c702adaa1e3b40f25e7,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.98867418,4
4ddd2c3ee1661a238c294c4fc4457bad,1,3,4,1,2,0,0,0,0,0,0,0,3,3,0.333333333,0,0.666666667,0.974444364,9
60d12f687b98ecead612565e57dbdec2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.998826076,2
205ea3157248eb4dc6e51af2d0b71d5d,1,3,7,1,3,0,21,135,0,0,0,0,0,156,0.987341772,0,0.012658228,0.986261741,158
90d73f69d6c295a603ce1efcddaae495,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999425627,3
53db03075f523519a5e411eed11faf50,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.999573729,1
ee7438168c43022f8e1b642bcc43c3b2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999229233,1
1ccd1b27e25408766c2e2c022e4bc61b,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999524465,14
d8e8069353c8ad594e60791083f83756,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.695188883,17
1b0cee4268b56794fed53ac6ba14100e,0,2,1,1,2,0,1,0,0,0,0,0,0,1,0.5,0,0.5,0.671801432,2
bee5a572e4a0cac22ee8db4ce34426db,1,2,2,1,2,0,0,0,0,0,0,0,1,1,0.5,0,0.5,0.996758548,2
febfcb36c155148f9b91eb244e5369fc,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.992336115,1
4916418694bd9da2ec566b175d85efc1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998111925,3
00ce4589c800c7f22cf5066db53c772c,1,3,2,1,2,0,0,0,0,0,0,0,4,4,0.444444444,0,0.555555556,0.997726935,9
8290b770d97ca99e24235f7ae3e55189,1,12,14,1,5,7,5,0,1,0,0,0,1,14,0.08045977,0,0.91954023,0.998930201,174
7adfe06cf40fe866cf754515b9e3b7a0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.995109245,8
7ddb5580c482e21058575c4e10341f2b,1,3,2,1,2,0,0,0,1,0,0,0,0,1,0.25,0,0.75,0.999059924,4
d035bd7b6b082f80aa0eb5cb30c52c03,1,4,3,1,2,0,1,0,0,0,0,0,0,1,0.2,0,0.8,0.985751999,5
58fef2f9810063c8721db6fd4b6e9fa7,1,3,2,1,2,6,0,0,0,0,0,0,0,6,0.75,0,0.25,0.985397369,8
e34cc5900610f89a8070ff4733d5ca9a,1,3,2,1,2,0,0,0,0,111,0,0,0,111,0.982300885,0,0.017699115,0.997926836,113
